         x          y        psi
    1.5835     1.5826     1.5816
    1.5807     1.5805     1.5798
    1.5801     1.5801     1.5802
    1.5802     1.5807     1.5808
    1.5809     1.5808     1.5804
    1.5801     1.5800     1.5800
    1.5800     1.5810     1.5823
    1.5845     1.5857     1.5857
    1.5871     1.5897     1.5904
    1.5908     1.5908     1.5908
    1.5907     1.5908     1.5908
    1.5899     1.5892     1.5885
    1.5857     1.5788     1.5738
    1.5690     1.5645     1.5605
    1.5504     1.5504     1.5448
    1.5414     1.5359     1.5312
    1.5303     1.5258     1.5258
    1.5231     1.5202     1.5206
    1.5239     1.5247     1.5249
    1.5259     1.5283     1.5323
    1.5367     1.5445     1.5498
    1.5511     1.5637     1.5751
    1.5810     1.5881     1.5944
    1.6020     1.6070     1.6133
    1.6177     1.6281     1.6350
    1.6469     1.6537     1.6598
    1.6669     1.6716     1.6827
    1.6827     1.6874     1.6927
    1.6951     1.7028     1.7099
    1.7171     1.7212     1.7263
    1.7288     1.7299     1.7299
    1.7303     1.7301     1.7298
    1.7298     1.7299     1.7305
    1.7302     1.7301     1.7299
    1.7303     1.7311     1.7317
    1.7325     1.7354     1.7362
    1.7398     1.7413     1.7442
    1.7464     1.7502     1.7502
    1.7515     1.7531     1.7532
    1.7539     1.7538     1.7539
    1.7539     1.7537     1.7540
    1.7541     1.7541     1.7558
    1.7561     1.7570     1.7574
    1.7580     1.7581     1.7582
    1.7588     1.7590     1.7591
    1.7591     1.7591     1.7591
    1.7584     1.7479     1.7396
    1.7187     1.7187     1.6990
    1.6888     1.6790     1.6687
    1.6582     1.6474     1.6348
    1.6186     1.6186     1.6003
    1.6003     1.5769     1.5744
    1.5688     1.5489     1.5373
    1.5309     1.5207     1.5037
    1.4963     1.4844     1.4757
    1.4554     1.4472     1.4360
    1.4343     1.4191     1.4079
    1.3957     1.3888     1.3811
    1.3634     1.3616     1.3548
    1.3548     1.3461     1.3372
    1.3292     1.3110     1.2988
    1.2807     1.2738     1.2674
    1.2485     1.2444     1.2377
    1.2298     1.2198     1.1985
    1.1874     1.1728     1.1633
    1.1516     1.1373     1.1249
    1.1229     1.1180     1.1105
    1.0870     1.0782     1.0782
    1.0684     1.0605     1.0442
    1.0442     1.0313     1.0240
    1.0163     0.9986     0.9850
    0.9746     0.9746     0.9664
    0.9601     0.9518     0.9404
    0.9328     0.9273     0.9262
    0.9262     0.9258     0.9259
    0.9259     0.9257     0.9257
    0.9264     0.9267     0.9268
    0.9265     0.9268     0.9268
    0.9267     0.9267     0.9261
    0.9254     0.9254     0.9244
    0.9233     0.9222     0.9208
    0.9186     0.9173     0.9167
    0.9146     0.9143     0.9133
    0.9127     0.9122     0.9115
    0.9124     0.9112     0.9115
    0.9112     0.9114     0.9112
    0.9114     0.9114     0.9115
    0.9115     0.9114     0.9167
    0.9243     0.9337     0.9445
    0.9647     0.9706     0.9799
    1.0086     1.0086     1.0279
    1.0383     1.0688     1.0763
    1.1005     1.1149     1.1458
    1.1458     1.1668     1.1668
    1.1875     1.2040     1.2238
    1.2343     1.2449     1.2565
    1.2736     1.2938     1.3019
    1.3332     1.3392     1.3456
    1.3829     1.3908     1.4032
    1.4174     1.4367     1.4472
    1.4595     1.4765     1.4839
    1.4922     1.4929     1.4934
    1.4926     1.4919     1.4922
    1.4917     1.4910     1.4907
    1.4893     1.4891     1.4877
    1.4865     1.4870     1.4873
    1.4868     1.4876     1.4884
    1.4883     1.4883     1.4883
    1.4884     1.4881     1.4880
    1.4882     1.4896     1.4938
    1.5004     1.5004     1.5100
    1.5117     1.5187     1.5282
    1.5479     1.5610     1.5696
    1.5820     1.5894     1.6010
    1.6111     1.6229     1.6372
    1.6425     1.6425     1.6663
    1.6882     1.7066     1.7199
    1.7231     1.7297     1.7481
    1.7608     1.7711     1.7829
    1.8065     1.8065     1.8169
    1.8341     1.8477     1.8705
    1.8824     1.8993     1.9079
    1.9197     1.9443     1.9461
    1.9644     1.9785     1.9839
    2.0007     2.0118     2.0346
    2.0446     2.0557     2.0787
    2.0831     2.0965     2.1117
    2.1160     2.1298     2.1470
    2.1470     2.1662     2.1756
    2.1839     2.1957     2.1982
    2.2113     2.2247     2.2396
    2.2489     2.2606     2.2676
    2.2796     2.2872     2.3100
    2.3196     2.3296     2.3388
    2.3535     2.3681     2.3805
    2.3900     2.4096     2.4115
    2.4171     2.4273     2.4381
    2.4527     2.4543     2.4710
    2.4905     2.5028     2.5107
    2.5212     2.5302     2.5414
    2.5522     2.5575     2.5755
    2.5837     2.5859     2.5851
    2.5853     2.5852     2.5852
    2.5849     2.5846     2.5853
    2.5856     2.5868     2.5871
    2.5882     2.5890     2.5902
    2.5902     2.5913     2.5925
    2.5943     2.5986     2.5998
    2.6006     2.6028     2.6024
    2.6021     2.6022     2.6023
    2.6024     2.6004     2.5975
    2.5931     2.5888     2.5825
    2.5782     2.5692     2.5692
    2.5649     2.5599     2.5526
    2.5428     2.5382     2.5299
    2.5237     2.5092     2.5092
    2.5026     2.4967     2.4901
    2.4868     2.4812     2.4716
    2.4603     2.4603     2.4468
    2.4308     2.4203     2.4191
    2.4154     2.4086     2.3911
    2.3911     2.3640     2.3568
    2.3535     2.3535     2.3507
    2.3520     2.3521     2.3513
    2.3518     2.3520     2.3522
    2.3519     2.3520     2.3521
    2.3522     2.3522     2.3521
    2.3524     2.3523     2.3523
    2.3524     2.3527     2.3527
    2.3524     2.3525     2.3522
    2.3524     2.3525     2.3525
    2.3525     2.3527     2.3524
    2.3526     2.3527     2.3526
    2.3527     2.3527     2.3527
    2.3526     2.3526     2.3527
    2.3527     2.3528     2.3527
    2.3527     2.3527     2.3528
    2.3526     2.3527     2.3529
    2.3527     2.3527     2.3529
    2.3527     2.3527     2.3527
    2.3527     2.3528     2.3529
    2.3528     1.5557     1.5557
    1.5556     1.5558     1.5557
    1.5558     1.5556     1.5557
    1.5557     1.5558     1.5558
    1.5557     1.5557     1.5557
    1.5557     1.5557     1.5557
    1.5557     1.5556     1.5556
    1.5556     1.5557     1.5557
    1.5556     1.5558     1.5556
    1.5556     1.5556     1.5557
    1.5557     1.5556     1.5557
    1.5557     1.5557     1.5558
    1.5558     1.5557     1.5557
    1.5557     1.5557     1.5558
    1.5557     1.5557     1.5556
    1.5558     1.5557     1.5558
    1.5557     1.5556     1.5557
    1.5557     1.5557     1.5557
    1.5556     1.5556     1.5556
    1.5558     1.5558     1.5558
    1.5558     1.5556     1.5556
    1.5556     1.5555     1.5556
    1.5555     1.5558     1.5559
    1.5558     1.5558     1.5558
    1.5556     1.5557     1.5557
    1.5557     1.5557     1.5556
    1.5557     1.5558     1.5557
    1.5556     1.5556     1.5557
    1.5558     1.5557     1.5557
    1.5556     1.5555     1.5557
    1.5557     1.5557     1.5556
    1.5556     1.5557     1.5556
    1.5557     1.5558     1.5557
    1.5558     1.5558     1.5558
    1.5558     1.5558     1.5557
    1.5556     1.5558     1.5557
    1.5557     1.5558     1.5558
    1.5557     1.5557     1.5557
    1.5555     1.5555     1.5556
    1.5556     1.5556     1.5556
    1.5577     1.5623     1.5579
    1.5464     1.5344     1.5215
    1.5059     1.4959     1.4801
    1.4694     1.4668     1.4419
    1.4335     1.4271     1.4146
    1.3931     1.3509     1.3373
    1.2609     1.2372     1.1900
    1.1746     1.1530     1.1369
    1.0953     1.0953     1.0735
    1.0741     1.0787     1.0806
    1.0812     1.0810     1.0812
    1.0800     1.0812     1.0816
    1.0812     1.0812     1.0801
    1.0805     1.0799     1.0834
    1.1054     1.1113     1.1225
    1.1835     1.2064     1.2432
    1.3017     1.3798     1.4740
    1.5855     1.5855     1.6180
    1.6438     1.6247     1.6144
    1.6155     1.6189     1.6215
    1.6190     1.6138     1.5818
    1.5652     1.5652     1.5312
    1.5220     1.5133     1.5059
    1.5010     1.4970     1.4941
    1.4805     1.4558     1.4495
    1.4227     1.4177     1.4184
    1.4152     1.4068     1.3937
    1.3868     1.3769     1.3692
    1.3685     1.3642     1.3576
    1.3576     1.3712     1.3729
    1.3841     1.3923     1.3937
    1.4028     1.4034     1.4101
    1.4120     1.4103     1.4098
    1.4056     1.4037     1.3998
    1.4019     1.4014     1.3937
    1.3897     1.3879     1.3884
    1.3881     1.3861     1.3829
    1.3784     1.3684     1.3617
    1.3530     1.3362     1.3242
    1.3170     1.3170     1.3170
    1.3208     1.3209     1.3182
    1.3165     1.3165     1.2975
    1.2873     1.2786     1.2693
    1.2583     1.2468     1.2354
    1.2325     1.2220     1.1951
    1.1609     1.1414     1.1199
    1.1071     1.0930     1.0894
    1.2396     1.2728     1.3219
    1.4295     1.6643     1.6967
    1.7659     1.8868     2.0168
    2.1332     2.3815     2.3283
    2.3229     2.3074     2.3074
    2.2876     2.2805     2.2798
    2.2623     2.2510     2.2476
    2.2429     2.2423     2.2431
    2.2647     2.2669     2.2703
    2.2743     2.2801     2.2801
    2.2801     2.2782     2.2780
    2.2773     2.2773     2.2715
    2.2765     2.2776     2.2770
    2.2754     2.2694     2.2652
    2.2649     2.2642     2.2608
    2.2615     2.2622     2.2618
    2.2641     2.2673     2.2708
    2.2742     2.2765     2.2771
    2.2816     2.2873     2.2862
    2.2837     2.2794     2.2819
    2.2819     2.2844     2.2826
    2.2783     2.2283     2.0777
    1.7821     1.7384     1.5348
    1.4232     1.3686     1.3718
    1.3967     1.4124     1.4161
    1.4267     1.4247     1.4212
    1.4196     1.4179     1.4165
    1.4162     1.4159     1.4172
    1.4206     1.4250     1.4287
    1.4344     1.4441     1.4530
    1.4530     1.4719     1.4731
    1.4735     1.4735     1.4604
    1.4565     1.4518     1.4502
    1.4502     1.4474     1.4425
    1.4425     1.4357     1.4357
    1.4299     1.4117     1.4117
    1.3841     1.3733     1.3700
    1.3653     1.3609     1.3543
    1.3512     1.3439     1.3371
    1.3326     1.3294     1.3292
    1.3248     1.3202     1.3113
    1.3043     1.2971     1.2896
    1.2896     1.3517     1.4219
    1.5091     1.5450     1.7054
    1.6997     1.6656     1.6656
    1.6615     1.6618     1.6627
    1.6629     1.6649     1.6990
    1.6990     1.9010     2.0434
    2.0434     2.1666     2.2895
    2.4332     2.4942     2.4716
    2.4373     2.4373     2.4230
    2.4178     2.4178     2.4137
    2.4189     2.4209     2.4107
    2.4107     2.3922     2.3771
    2.3662     2.3596     2.3402
    2.3355     2.3326     2.3227
    2.2998     2.2866     2.2735
    2.2482     2.2266     2.2072
    2.1890     2.1711     2.1550
    2.1550     2.1367     2.1105
    2.0943     2.0681     2.0566
    2.0506     2.0391     2.0391
    2.0246     2.0149     2.0032
    1.9888     1.9774     1.9707
    1.9565     1.9538     1.9544
    1.9551     2.0390     2.1753
    2.2045     2.4492     2.5819
    2.6162     2.8535     3.0376
    3.0883    -3.0735    -2.7845
   -2.7694    -2.8168    -2.8263
   -2.8265    -2.8282    -2.8335
   -2.8360    -2.8360    -2.8354
   -2.8330    -2.8279    -2.8282
   -2.8334    -2.8369    -2.8393
   -2.8420    -2.8478    -2.8531
   -2.8607    -2.8680    -2.8811
   -2.8898    -2.8832    -2.8903
   -2.9016    -2.9016    -2.9051
   -2.9128    -2.9177    -2.9304
   -2.9410    -2.9793    -2.9916
   -2.9957    -2.9960    -3.0017
   -3.0108    -3.0187    -3.0272
   -3.0337    -3.0420    -3.0443
   -3.0654    -3.0666    -3.0830
   -3.0916    -3.0916    -3.0905
   -3.0899    -3.0886    -3.0812
   -3.0451    -2.9888    -2.7673
   -2.7673    -2.5224    -2.3952
   -2.3599    -2.3348    -2.1218
   -1.8546    -1.7614    -1.7515
   -1.7825    -1.7930    -1.8082
   -1.8094    -1.8078    -1.8102
   -1.8145    -1.8342    -1.8424
   -1.8481    -1.8982    -1.9302
   -1.9491    -1.9734    -1.9734
   -2.0165    -2.0165    -2.0491
   -2.0659    -2.1007    -2.1007
   -2.1033    -2.1244    -2.1425
   -2.1516    -2.1639    -2.1933
   -2.2206    -2.2385    -2.2559
   -2.2727    -2.2867    -2.3022
   -2.3117    -2.3214    -2.3250
   -2.3299    -2.3294    -2.3294
   -2.3347    -2.3325    -2.3303
   -2.3308    -2.3342    -2.3315
   -2.3277    -2.3260    -2.3312
   -2.3348    -2.3345    -2.3344
   -2.3349    -2.3327    -2.3244
   -2.3197    -2.3174    -2.3074
   -2.3093    -2.3138    -2.3204
   -2.3215    -2.3203    -2.2511
   -2.2370    -2.2370    -2.1794
   -2.0615    -1.8383    -1.7363
   -1.5686    -1.5139    -1.4631
   -1.4385    -1.4381    -1.4515
   -1.4549    -1.4549    -1.4566
   -1.4497    -1.4272    -1.4002
   -1.4002    -1.3486    -1.2710
   -1.2558    -1.2566    -1.2620
   -1.2774    -1.2782    -1.2785
   -1.2774    -1.2780    -1.2896
   -1.3231    -1.3366    -1.3542
   -1.4073    -1.4081    -1.4081
   -1.3898    -1.3898    -1.3873
   -1.3922    -1.4007    -1.4059
   -1.4229    -1.4293    -1.4435
   -1.4682    -1.4905    -1.5108
   -1.5214    -1.5347    -1.5490
   -1.5750    -1.5928    -1.6103
   -1.6285    -1.6413    -1.6495
   -1.6684    -1.6684    -1.6197
   -1.5464    -1.4351    -1.3832
   -1.3177    -1.1850    -1.1850
   -0.9168    -0.7823    -0.6237
   -0.4789    -0.4458    -0.2624
   -0.0940    -0.0537     0.0383
    0.0714     0.0564     0.0329
    0.0329     0.0254     0.0220
    0.0220     0.0244     0.0362
    0.0380     0.0477     0.0576
    0.0692     0.0757     0.0757
    0.0777     0.0777     0.0773
    0.0759     0.0765     0.0769
    0.0796     0.0784     0.0809
    0.0879     0.0879     0.0936
    0.0951     0.0928     0.0888
    0.0722     0.0722     0.0652
    0.0640     0.0714     0.0865
    0.0995     0.1268     0.2036
    0.2984     0.3360     0.3360
    0.4537     0.4537     0.5288
    0.5564     0.5656     0.5674
    0.5671     0.5714     0.5714
    0.5723     0.5685     0.5714
    0.5728     0.5822     0.5917
    0.6008     0.6046     0.6029
    0.5992     0.5935     0.5931
    0.5937     0.5998     0.6374
    0.6374     0.6835     0.7516
    0.9313     1.0293     1.0953
    1.1264     1.1845     1.4406
    1.4952     1.5785     1.8646
    1.9027     2.0775     2.2008
    2.3949     2.4954     2.5898
    2.7968     2.9127     3.1273
   -3.0502    -2.9406    -2.8474
   -2.7276    -2.6061    -2.4571
   -2.2592    -2.2367    -2.1321
   -1.8509    -1.7552    -1.4630
   -1.3592    -1.2382    -1.1684
   -1.1841    -1.2164    -1.2183
   -1.2215    -1.2204    -1.2204
   -1.2195    -1.2192    -1.2192
   -1.2194    -1.2194    -1.2193
   -1.2193    -1.2193    -1.2193
   -1.2194    -1.2194    -1.2193
   -1.2193    -1.2194    -1.2194
   -1.2193    -1.2193    -1.2194
   -1.2193    -1.2193    -1.2194
   -1.2193    -1.2193    -1.2193
   -1.2193    -1.2194    -1.2193
   -1.2194    -1.2194    -1.2205
   -1.2244    -1.2257    -1.2250
   -1.2223    -1.2169    -1.2067
   -1.2078    -1.2136    -1.2180
   -1.2158    -1.1937    -1.1936
   -1.1929    -1.1942    -1.1950
   -1.1950    -1.1951    -1.1909
   -1.1875    -1.1883    -1.1881
   -1.1924    -1.1979    -1.1979
   -1.2119    -1.2232    -1.2377
   -1.2457    -1.2554    -1.2637
   -1.2805    -1.2950    -1.3039
   -1.3168    -1.3252    -1.3351
   -1.3351    -1.3395    -1.3394
   -1.3404    -1.3481    -1.3510
   -1.3505    -1.3538    -1.3538
   -1.3712    -1.3766    -1.3817
   -1.3852    -1.3852    -1.4025
   -1.4115    -1.4181    -1.4342
   -1.4442    -1.4454    -1.4469
   -1.4437    -1.4416    -1.4411
   -1.3995    -1.3995    -1.3221
   -1.2053    -1.0822    -0.9265
   -0.8449    -0.7004    -0.5110
   -0.4473    -0.4116    -0.4333
   -0.4437    -0.4574    -0.4622
   -0.4633    -0.4634    -0.4634
   -0.4604    -0.4582    -0.4579
   -0.4650    -0.4735    -0.4859
   -0.4835    -0.4822    -0.4775
   -0.4717    -0.4727    -0.4750
   -0.4788    -0.4842    -0.4932
   -0.4971    -0.5014    -0.4993
   -0.5010    -0.5039    -0.5182
   -0.5238    -0.5321    -0.5444
   -0.5519    -0.5568    -0.5568
   -0.5678    -0.5811    -0.5921
   -0.5939    -0.6016    -0.6038
   -0.6084    -0.6136    -0.6161
   -0.6166    -0.6166    -0.6189
   -0.6194    -0.6198    -0.6197
   -0.6163    -0.6156    -0.6156
   -0.6104    -0.6139    -0.6139
   -0.6218    -0.6218    -0.6380
   -0.6491    -0.6630    -0.6866
   -0.6874    -0.6922    -0.6962
   -0.7186    -0.7223    -0.7550
   -0.7607    -0.7711    -0.7819
   -0.7965    -0.8070    -0.8070
   -0.8172    -0.8191    -0.8220
   -0.8251    -0.8309    -0.8452
   -0.8554    -0.8612    -0.8702
   -0.8702    -0.8794    -0.8788
   -0.8775    -0.8769    -0.8724
   -0.8368    -0.7910    -0.7253
   -0.6442    -0.4917    -0.4021
   -0.2875    -0.1685     0.0870
    0.0870     0.2256     0.5003
    0.6142     0.7621     0.9276
    1.1297     1.3489     1.3489
    1.4563     1.5784     1.7367
    1.7646     1.7949     1.7707
    1.7662     1.7545     1.7509
    1.7819     1.7993     1.8353
    1.9697     2.0566     2.1865
    2.2849     2.4348     2.4685
    2.7000     2.8490     3.0720
   -3.0822    -3.0822    -2.9631
   -2.7359    -2.7069    -2.6942
   -2.7323    -2.7429    -2.7459
   -2.7451    -2.7432    -2.7428
   -2.7459    -2.7499    -2.7694
   -2.7930    -2.8033    -2.8133
   -2.8278    -2.8402    -2.8751
   -2.8751    -2.9012    -2.9240
   -2.9640    -3.0145    -3.0263
   -3.0823    -3.0823    -3.1192
    3.0638     3.0432     2.9843
    2.9587     2.9491     2.9258
    2.8922     2.8475     2.7976
    2.7452     2.7263     2.7254
    2.7253     2.7409     2.7463
    2.7495     2.7507     2.7488
    2.7477     2.7442     2.7433
    2.7479     2.7532     2.7600
    2.7637     2.7647     2.7633
    2.7596     2.7510     2.7510
    2.7498     2.7479     2.7473
    2.7488     2.7538     2.7645
    2.7713     2.7733     2.7727
    2.7744     2.7744     2.7737
    2.7736     2.7737     2.7743
    2.7823     2.8026     2.8159
    2.8194     2.8202     2.8256
    2.8955     2.9478     3.0240
   -3.0345    -2.9875    -2.7168
   -2.6104    -2.3663    -2.2579
   -2.0317    -2.0317    -1.8864
   -1.7995    -1.7441    -1.7653
   -1.7726    -1.7754    -1.7754
   -1.7796    -1.7690    -1.7610
   -1.7610    -1.6115    -1.5880
   -1.4722    -1.3885    -1.2661
   -1.2385    -1.1196    -1.0813
   -1.1005    -1.1150    -1.1182
   -1.1182    -1.1173    -1.1154
   -1.1294    -1.1316    -1.1217
   -1.1217    -1.1034    -1.0935
   -1.0821    -1.0684    -1.0599
   -1.0551    -1.0604    -1.0689
   -1.0689    -1.0728    -1.0728
   -1.0730    -1.0727    -1.0711
   -1.0679    -1.0603    -1.0569
   -1.0530    -1.0525    -1.0522
   -1.0467    -1.0398    -1.0278
   -1.0231    -1.0175    -1.0178
   -1.0180    -1.0149    -1.0115
   -1.0087    -1.0048    -0.9982
   -0.9981    -0.9975    -0.9975
   -0.9975    -0.9945    -0.9878
   -0.9836    -0.9867    -0.9906
   -0.9906    -0.9878    -0.9779
   -0.9777    -0.9796    -0.9807
   -0.9766    -0.9682    -0.9634
   -0.9591    -0.9589    -0.9544
   -0.9489    -0.9468    -0.9464
   -0.9454    -0.9430    -0.9289
   -0.9274    -0.9274    -0.9264
   -0.9241    -0.9180    -0.9180
   -0.9071    -0.9029    -0.9008
   -0.8952    -0.8907    -0.8869
   -0.8869    -0.8791    -0.8726
   -0.8675    -0.8610    -0.8567
   -0.8546    -0.8521    -0.8521
   -0.8524    -0.8541    -0.8541
   -0.8540    -0.8540    -0.8543
   -0.8534    -0.8535    -0.8537
   -0.8519    -0.8519    -0.7802
   -0.7802    -0.6664    -0.5261
   -0.5261    -0.3936    -0.2745
   -0.1610    -0.0368     0.2002
    0.3625     0.4330     0.5670
    0.6626     0.7237     0.7867
    0.9117     0.9461     1.0578
    1.1449     1.4390     1.5696
    1.6191     1.6303     1.6006
    1.5896     1.5806     1.5806
    1.5809     1.5693     1.5476
    1.5303     1.5232     1.5129
    1.5100     1.5058     1.4942
    1.4942     1.4925     1.4910
    1.4664     1.4603     1.4483
    1.4344     1.3853     1.3853
    1.3491     1.3491     1.3190
    1.3039     1.2906     1.2794
    1.2662     1.2543     1.2335
    1.2010     1.1909     1.1457
    1.1362     1.1253     1.0665
    1.0561     1.0365     1.0181
    0.9881     0.9738     0.9586
    0.9458     0.9370     0.9159
    0.9173     0.9205     0.9238
    0.9445     0.9923     1.0459
    1.1141     1.1981     1.2739
    1.3535     1.4208     1.6071
    1.6810     1.7557     1.8549
    1.9770     2.0762     2.0916
    2.0796     2.0796     2.0687
    2.0514     2.0413     2.0420
    2.0453     2.0454     2.0373
    2.0373     2.0193     2.0172
    2.0066     2.0005     2.0027
    2.0022     2.0048     2.0124
    2.0170     2.0204     2.0229
    2.0303     2.0367     2.0378
    2.0378     2.0421     2.0474
    2.0527     2.0584     2.0601
    2.0623     2.0633     2.0561
    2.0459     2.0326     2.0081
    2.0081     1.9966     1.9792
    1.9684     1.9538     1.9486
    1.9463     1.9461     1.9423
    1.9615     1.9621     1.9560
    1.9474     1.9474     1.9475
    1.9500     1.9632     1.9676
    1.9757     1.9910     1.9929
    1.9958     1.9970     1.9957
    1.9952     1.9945     1.9945
    1.9887     1.9888     1.9885
    1.9864     1.9861     1.9873
    1.9958     2.0074     2.0128
    2.0147     2.0140     2.0096
    2.0061     2.0055     2.0052
    2.0014     1.9987     1.9945
    1.9880     1.9860     1.9896
    2.0019     2.0023     2.0045
    2.0097     2.0160     2.0212
    2.0216     2.0280     2.0424
    2.0466     2.0487     2.0512
    2.0529     2.0500     2.0483
    2.0485     2.0522     2.0559
    2.0651     2.0705     2.0694
    2.0700     2.0700     2.0895
    2.1251     2.1702     2.1962
    2.2471     2.3082     2.3997
    2.5030     2.7195     2.7195
    2.8293     2.9581     3.0756
   -2.8820    -2.8082    -2.7623
   -2.6402    -2.6854    -2.6961
   -2.7008    -2.7009    -2.6969
   -2.6955    -2.6999    -2.7101
   -2.7096    -2.6990    -2.6933
   -2.6819    -2.6819    -2.6771
   -2.6752    -2.6705    -2.6560
   -2.6490    -2.6306    -2.6166
   -2.6018    -2.6018    -2.5968
   -2.5910    -2.5821    -2.5804
   -2.5751    -2.5713    -2.5673
   -2.5673    -2.5595    -2.5621
   -2.5671    -2.5682    -2.5711
   -2.5758    -2.5838    -2.5838
   -2.5614    -2.5534    -2.5463
   -2.5463    -2.5722    -2.5684
   -2.5652    -2.5592    -2.5585
   -2.5591    -2.5599    -2.5597
   -2.5607    -2.5607    -2.5611
   -2.5597    -2.5595    -2.5608
   -2.5598    -2.5606    -2.5601
   -2.5608    -2.5608    -2.5604
   -2.5604    -2.5601    -2.5600
   -2.5613    -2.5597    -2.5597
   -2.5611    -2.5599    -2.5599
   -2.5603    -2.5602    -2.5609
   -2.5609    -2.5600    -2.5598
   -2.5596    -2.5601    -2.5607
   -2.5607    -2.5662    -2.5682
   -2.5609    -2.5605    -2.5590
   -2.5601    -2.5623    -2.5613
   -2.5608    -2.5605    -2.5597
   -2.5592    -2.5599    -2.5596
